0,0,0.471293906794996,0,0.471293906794996
1,0,0.471293906794996,0,0.471293906794996
2,0,0.6038816138554206,1,-0.3961183861445794
3,0,0.7412209353499095,1,-0.2587790646500905
4,0,0.9010297802847982,2,-1.0989702197152018
5,0,1.0943526520289422,2,-0.9056473479710578
6,0,1.3774031621975267,3,-1.6225968378024733
7,0,1.7960261778987934,3,-1.2039738221012066
8,0,2.437562968097683,3,-0.5624370319023169
9,0,3.382353586032845,3,0.3823535860328451
0,1,0.7618921722579214,1,-0.23810782774207861
1,1,0.7618921722579214,1,-0.23810782774207861
2,1,0.8327730868490352,1,-0.16722691315096483
3,1,0.9205213327288112,2,-1.079478667271189
4,1,1.0528592798210645,2,-0.9471407201789355
5,1,1.2216879086356627,2,-0.7783120913643373
6,1,1.4935838360236875,3,-1.5064161639763125
7,1,1.9073430879510034,3,-1.0926569120489966
8,1,2.5509923302249002,3,-0.44900766977509976
9,1,3.5055779989273987,4,-0.49442200107260126
0,2,1.0602555866330643,1,0.060255586633064295
1,2,1.0602555866330643,1,0.060255586633064295
2,2,1.0734203064679388,2,-0.9265796935320612
3,2,1.1155273602110483,2,-0.8844726397889517
4,2,1.222670263739147,2,-0.7773297362608531
5,2,1.3683389689151275,3,-1.6316610310848725
6,2,1.6308391263288236,3,-1.3691608736711764
7,2,2.0420097489052162,3,-0.9579902510947838
8,2,2.691268993298327,3,-0.30873100670167286
9,2,3.6606836293473894,3,0.6606836293473894
0,3,1.3846106694335614,2,-0.6153893305664386
1,3,1.3846106694335614,2,-0.6153893305664386
2,3,1.3486435506899797,2,-0.6513564493100203
3,3,1.3472141870272627,3,-1.6527858129727373
4,3,1.4305136646474088,3,-1.5694863353525912
5,3,1.553516470145829,3,-1.446483529854171
6,3,1.8083267227287831,3,-1.1916732772712169
7,3,2.2200769767732127,3,-0.7799230232267873
8,3,2.8803990193292854,3,-0.11960098067071456
9,3,3.872960927199194,4,-0.12703907280080617
0,4,1.8132338934531866,2,-0.18676610654681336
1,4,1.8132338934531866,3,-1.1867661065468134
2,4,1.7223068685485332,3,-1.2776931314514668
3,4,1.674343180743613,3,-1.325656819256387
4,4,1.731261143363416,3,-1.268738856636584
5,4,1.8271083136232817,3,-1.1728916863767183
6,4,2.0749847399284116,4,-1.9250152600715884
7,4,2.4910439710094483,4,-1.5089560289905517
8,4,3.171244981756734,5,-1.8287550182432661
9,4,4.201772604977025,4,0.20177260497702498
